file_path,invoice_id,description,quantity,unit_price,total
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20074433_from_Franks_Quality_Produce_18802791_20408 (1).pdf,20074433,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20074433_from_Franks_Quality_Produce_18802791_20408 (1).pdf,20074433,"onion, italian red",5.0,0.99,4.95
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20074433_from_Franks_Quality_Produce_18802791_20408.pdf,20074433,"cucumber, xfancy",12.0,0.99,11.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20074433_from_Franks_Quality_Produce_18802791_20408.pdf,20074433,"tomato, roma",5.0,1.99,9.95
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20074433_from_Franks_Quality_Produce_18802791_20408.pdf,20074433,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20074433_from_Franks_Quality_Produce_18802791_20408.pdf,20074433,"onion, italian red",5.0,0.99,4.95
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.jpg,20075310,"TOMATO, ROMA",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.jpg,20075310,"HERBS, DILL BABY",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.jpg,20075310,"CUCUMBER, XFANCY LG",12.0,0.99,11.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.jpg,20075310,"ONION, GREEN",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.jpg,20075310,FUEL SURCHARGE,1.0,7.5,7.5
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.pdf,20075310,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.pdf,20075310,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.pdf,20075310,"cucumber, xfancy lg ea",12.0,0.99,11.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20075310_from_Franks_Quality_Produce_18842235_13952.pdf,20075310,"onion, green 12bn bag",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748 (1).pdf,20076301,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748 (1).pdf,20076301,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748 (1).pdf,20076301,"herbs, parsley, italian",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748 (1).pdf,20076301,"cucumber, xfancy",20.0,0.99,19.8
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748 (1).pdf,20076301,"onion, green",1.0,10.0,10.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748.pdf,20076301,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748.pdf,20076301,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748.pdf,20076301,"herbs, parsley, italian bn",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748.pdf,20076301,"cucumber, xfancy lg ea",20.0,0.99,19.8
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20076301_from_Franks_Quality_Produce_18887473_13748.pdf,20076301,"onion, green 12bn bag",1.0,10.0,10.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596 (1).pdf,20077622,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596 (1).pdf,20077622,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596 (1).pdf,20077622,"herbs, parsley, italian",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596 (1).pdf,20077622,"cucumber, xfancy",14.0,0.99,13.86
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596 (1).pdf,20077622,"onion, green",1.0,10.0,10.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596 (1).pdf,20077622,"onion, italian red",7.0,0.99,6.93
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.jpg,20077622,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.jpg,20077622,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.jpg,20077622,"herbs, parsley, italian",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.jpg,20077622,"cucumber, xfancy",14.0,0.99,13.86
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.jpg,20077622,"onion, green",1.0,10.0,10.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.jpg,20077622,"onion, italian red",7.0,0.99,6.93
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.pdf,20077622,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.pdf,20077622,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.pdf,20077622,"herbs, parsley, italian",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.pdf,20077622,"cucumber, xfancy",14.0,0.99,13.86
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.pdf,20077622,"onion, green",1.0,10.0,10.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20077622_from_Franks_Quality_Produce_18946409_7596.pdf,20077622,"onion, italian red",7.0,0.99,6.93
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132 (1).jpg,20078834,"onion, green",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132 (1).jpg,20078834,"cucumber, xfancy",15.0,0.99,14.85
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132 (1).jpg,20078834,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132 (1).jpg,20078834,fuel surcharge,1.0,7.5,7.5
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132 (1).jpg,20078834,sales tax,1.0,0.0,0.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132 (1).pdf,20078834,"onion, green",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132 (1).pdf,20078834,"cucumber, xfancy",15.0,0.99,14.85
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132 (1).pdf,20078834,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132.jpg,20078834,"ONION, GREEN",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132.jpg,20078834,"CUCUMBER, XFANCY",15.0,0.99,14.85
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132.jpg,20078834,"HERBS, DILL BABY",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132.jpg,20078834,FUEL SURCHARGE,1.0,7.5,7.5
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132.pdf,20078834,"onion, green 12bn bag",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132.pdf,20078834,"cucumber, xfancy",15.0,0.99,14.85
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20078834_from_Franks_Quality_Produce_18994615_32132.pdf,20078834,"herbs, dill baby",1.0,11.0,11.0
